StateDesc,Measure,Avg_Data_Value,Min_Confidence_Limit,Max_Confidence_Limit,Population
Idaho,Stroke among adults,3.6056818181818184,1.8,6.2,44068.931818181816
Idaho,Taking medicine to control high blood pressure among adults with high blood pressure,64.34431818181818,46.1,83.6,44068.931818181816
Idaho,Utility services shut-off threat in the past 12 months among adults,7.593181818181819,4.3,12.9,44068.931818181816
Idaho,Vision disability among adults,5.7272727272727275,3.5,9.0,44068.931818181816
Idaho,Visited dentist or dental clinic in the past year among adults,63.42045454545455,50.4,74.9,44068.931818181816
Idaho,Visits to doctor for routine checkup within the past year among adults,72.33068181818182,61.4,80.8,44068.931818181816
Illinois,All teeth lost among adults aged >=65 years,13.723039215686274,4.1,29.5,123353.25490196078
Illinois,Any disability among adults,29.279411764705884,16.8,43.7,123353.25490196078
Illinois,Arthritis among adults,28.679901960784314,17.7,39.4,123353.25490196078
Illinois,Binge drinking among adults,19.405882352941177,11.3,27.7,123353.25490196078
Illinois,Cancer (non-skin) or melanoma among adults,8.283333333333333,5.3,13.1,123353.25490196078
Illinois,Cholesterol screening among adults,81.6549019607843,72.4,89.4,123353.25490196078
Illinois,Chronic obstructive pulmonary disease among adults,7.502941176470588,3.7,12.8,123353.25490196078
Illinois,Cognitive disability among adults,14.285294117647059,8.6,20.6,123353.25490196078
Illinois,Colorectal cancer screening among adults aged 45–75 years,59.254901960784316,45.5,73.2,123353.25490196078
Illinois,Coronary heart disease among adults,6.984803921568628,4.2,11.6,123353.25490196078
Illinois,Current asthma among adults,10.189705882352941,7.4,13.2,123353.25490196078
Illinois,Current cigarette smoking among adults,16.729901960784314,8.0,25.9,123353.25490196078
Illinois,Current lack of health insurance among adults aged 18-64 years,9.261274509803922,4.1,16.3,123353.25490196078
Illinois,Depression among adults,22.022549019607844,13.7,29.9,123353.25490196078
Illinois,Diagnosed diabetes among adults,11.366666666666667,6.8,21.0,123353.25490196078
Illinois,Fair or poor self-rated health status among adults,18.651470588235295,10.7,30.8,123353.25490196078
Illinois,Frequent mental distress among adults,17.315686274509805,11.4,23.0,123353.25490196078
Illinois,Frequent physical distress among adults,13.555882352941177,8.5,20.4,123353.25490196078
Illinois,Hearing disability among adults,7.136764705882354,4.1,11.3,123353.25490196078
Illinois,High blood pressure among adults,33.455882352941174,21.4,51.1,123353.25490196078
Illinois,High cholesterol among adults who have ever been screened,31.85392156862745,23.0,46.2,123353.25490196078
Illinois,Independent living disability among adults,8.4421568627451,5.1,13.4,123353.25490196078
Illinois,Mammography use among women aged 50-74 years,70.9514705882353,52.8,83.6,123353.25490196078
Illinois,Mobility disability among adults,13.663235294117648,7.5,25.3,123353.25490196078
Illinois,No leisure-time physical activity among adults,24.15686274509804,14.2,38.5,123353.25490196078
Illinois,Obesity among adults,36.96862745098039,24.4,52.2,123353.25490196078
Illinois,Self-care disability among adults,3.7950980392156866,2.1,7.4,123353.25490196078
Illinois,Short sleep duration among adults,36.517647058823535,24.7,50.7,123353.25490196078
Illinois,Stroke among adults,3.571078431372549,2.2,6.7,123353.25490196078
Illinois,Taking medicine to control high blood pressure among adults with high blood pressure,70.40588235294118,52.3,87.2,123353.25490196078
Illinois,Vision disability among adults,5.074509803921569,2.8,9.2,123353.25490196078
Illinois,Visited dentist or dental clinic in the past year among adults,61.02647058823529,45.6,74.6,123353.25490196078
Illinois,Visits to doctor for routine checkup within the past year among adults,75.40882352941176,67.7,83.5,123353.25490196078
Indiana,All teeth lost among adults aged >=65 years,16.94782608695652,4.1,29.9,74272.14130434782
Indiana,Any disability among adults,31.79728260869565,15.7,44.2,74272.14130434782
Indiana,Arthritis among adults,28.74673913043478,18.5,37.4,74272.14130434782
Indiana,Binge drinking among adults,16.713043478260868,11.4,24.1,74272.14130434782
Indiana,Cancer (non-skin) or melanoma among adults,8.158695652173913,5.4,12.1,74272.14130434782
Indiana,Cholesterol screening among adults,81.77391304347826,73.4,89.5,74272.14130434782
Indiana,Chronic obstructive pulmonary disease among adults,8.930434782608696,4.1,14.8,74272.14130434782
Indiana,Cognitive disability among adults,14.582608695652173,7.7,20.4,74272.14130434782
Indiana,Colorectal cancer screening among adults aged 45–75 years,63.307065217391305,49.2,75.9,74272.14130434782
Indiana,Coronary heart disease among adults,7.384239130434783,4.2,11.3,74272.14130434782
Indiana,Current asthma among adults,11.157608695652174,8.5,13.9,74272.14130434782
Indiana,Current cigarette smoking among adults,19.205434782608698,8.8,29.0,74272.14130434782
Indiana,Current lack of health insurance among adults aged 18-64 years,8.096739130434782,3.8,14.3,74272.14130434782
Indiana,Depression among adults,25.05,18.0,34.2,74272.14130434782
Indiana,Diagnosed diabetes among adults,11.821195652173913,7.1,17.7,74272.14130434782
Indiana,Fair or poor self-rated health status among adults,19.52880434782609,9.8,29.3,74272.14130434782
Indiana,Feeling socially isolated among adults,31.71032608695652,22.9,40.0,74272.14130434782
Indiana,Food insecurity in the past 12 months among adults,13.275,6.3,20.5,74272.14130434782
Indiana,Frequent mental distress among adults,18.406521739130437,11.9,23.7,74272.14130434782
Indiana,Frequent physical distress among adults,13.747282608695652,7.5,19.6,74272.14130434782
Indiana,Hearing disability among adults,7.439673913043479,4.2,11.3,74272.14130434782
Indiana,High blood pressure among adults,34.51086956521739,23.7,48.1,74272.14130434782
Indiana,High cholesterol among adults who have ever been screened,33.18858695652174,24.4,45.7,74272.14130434782
Indiana,Housing insecurity in the past 12 months among adults,11.207608695652173,6.0,17.5,74272.14130434782
Indiana,Independent living disability among adults,8.046739130434782,3.9,12.0,74272.14130434782
Indiana,Lack of reliable transportation in the past 12 months among adults,8.082608695652175,4.5,11.5,74272.14130434782
Indiana,Lack of social and emotional support among adults,24.189673913043475,16.9,32.7,74272.14130434782
Indiana,Mammography use among women aged 50-74 years,74.51847826086956,58.4,86.2,74272.14130434782
Indiana,Mobility disability among adults,14.188586956521737,6.8,22.7,74272.14130434782
Indiana,No leisure-time physical activity among adults,28.51413043478261,14.6,40.5,74272.14130434782
Indiana,Obesity among adults,39.00217391304348,24.0,51.6,74272.14130434782
Indiana,Received food stamps in the past 12 months among adults,9.457608695652175,3.5,16.7,74272.14130434782
Indiana,Self-care disability among adults,3.7195652173913043,1.7,6.2,74272.14130434782
Indiana,Short sleep duration among adults,37.069021739130434,26.0,49.5,74272.14130434782
Indiana,Stroke among adults,3.583152173913043,1.9,5.7,74272.14130434782
Indiana,Taking medicine to control high blood pressure among adults with high blood pressure,71.38315217391305,54.6,86.2,74272.14130434782
Indiana,Utility services shut-off threat in the past 12 months among adults,8.078804347826088,4.3,12.8,74272.14130434782
Indiana,Vision disability among adults,5.03858695652174,2.6,7.9,74272.14130434782
Indiana,Visited dentist or dental clinic in the past year among adults,59.92771739130435,46.6,77.0,74272.14130434782
Indiana,Visits to doctor for routine checkup within the past year among adults,76.80326086956521,68.8,83.5,74272.14130434782
Iowa,All teeth lost among adults aged >=65 years,12.369191919191918,4.4,26.1,32328.454545454544
Iowa,Any disability among adults,28.03484848484848,17.3,39.4,32328.454545454544
Iowa,Arthritis among adults,26.286363636363635,16.6,38.0,32328.454545454544
Iowa,Binge drinking among adults,22.275252525252526,15.0,32.3,32328.454545454544
Iowa,Cancer (non-skin) or melanoma among adults,8.26010101010101,5.5,12.1,32328.454545454544
Iowa,Cholesterol screening among adults,80.57373737373737,70.9,87.4,32328.454545454544
Iowa,Chronic obstructive pulmonary disease among adults,7.064646464646464,3.9,11.7,32328.454545454544
Iowa,Cognitive disability among adults,13.391919191919191,8.4,19.1,32328.454545454544
Iowa,Colorectal cancer screening among adults aged 45–75 years,63.40252525252526,48.6,75.6,32328.454545454544
Iowa,Coronary heart disease among adults,6.748484848484849,4.1,10.5,32328.454545454544
Iowa,Current asthma among adults,9.843939393939394,7.9,12.2,32328.454545454544
Iowa,Current cigarette smoking among adults,16.707070707070706,8.9,25.2,32328.454545454544
Iowa,Current lack of health insurance among adults aged 18-64 years,6.591919191919192,3.1,16.2,32328.454545454544
Iowa,Depression among adults,19.1520202020202,13.6,25.6,32328.454545454544
Iowa,Diagnosed diabetes among adults,11.055555555555555,6.6,17.0,32328.454545454544
Iowa,Fair or poor self-rated health status among adults,16.572727272727274,9.6,24.2,32328.454545454544
Iowa,Feeling socially isolated among adults,34.88383838383838,25.7,44.2,32328.454545454544
Iowa,Food insecurity in the past 12 months among adults,10.653535353535354,5.0,18.9,32328.454545454544
Iowa,Frequent mental distress among adults,15.273737373737372,11.4,20.1,32328.454545454544
Iowa,Frequent physical distress among adults,11.97929292929293,7.7,17.0,32328.454545454544
Iowa,Hearing disability among adults,7.6469696969696965,4.9,11.8,32328.454545454544
Iowa,High blood pressure among adults,30.58939393939394,20.4,42.0,32328.454545454544
Iowa,High cholesterol among adults who have ever been screened,32.57373737373737,22.6,44.1,32328.454545454544
Iowa,Housing insecurity in the past 12 months among adults,9.847474747474747,4.8,16.5,32328.454545454544
Iowa,Independent living disability among adults,7.284343434343434,4.4,10.4,32328.454545454544
Iowa,Lack of reliable transportation in the past 12 months among adults,7.110606060606061,3.9,11.1,32328.454545454544
Iowa,Lack of social and emotional support among adults,22.200000000000003,15.0,29.5,32328.454545454544
Iowa,Mammography use among women aged 50-74 years,77.75959595959596,63.4,88.1,32328.454545454544
Iowa,Mobility disability among adults,12.137878787878789,6.8,19.3,32328.454545454544
Iowa,No leisure-time physical activity among adults,26.684343434343436,15.1,38.2,32328.454545454544
Iowa,Obesity among adults,39.38686868686869,24.4,53.7,32328.454545454544
Iowa,Received food stamps in the past 12 months among adults,9.33131313131313,3.4,16.5,32328.454545454544
Iowa,Self-care disability among adults,3.4464646464646465,2.0,5.5,32328.454545454544
Iowa,Short sleep duration among adults,32.98585858585859,21.6,45.9,32328.454545454544
Iowa,Stroke among adults,3.441919191919192,2.1,5.4,32328.454545454544
Iowa,Taking medicine to control high blood pressure among adults with high blood pressure,69.94393939393939,52.5,85.8,32328.454545454544
Iowa,Utility services shut-off threat in the past 12 months among adults,6.657575757575758,3.4,10.9,32328.454545454544
Iowa,Vision disability among adults,4.537878787878788,2.8,7.0,32328.454545454544
Iowa,Visited dentist or dental clinic in the past year among adults,66.05959595959595,54.7,78.2,32328.454545454544
Iowa,Visits to doctor for routine checkup within the past year among adults,76.82777777777778,68.5,83.6,32328.454545454544
Kansas,All teeth lost among adults aged >=65 years,14.034761904761906,5.3,27.9,27972.85714285714
Kansas,Any disability among adults,31.962380952380954,18.3,46.2,27972.85714285714
Kansas,Arthritis among adults,27.77952380952381,18.4,40.8,27972.85714285714
Kansas,Binge drinking among adults,17.669999999999998,11.3,25.3,27972.85714285714
Kansas,Cancer (non-skin) or melanoma among adults,8.364761904761904,4.5,13.8,27972.85714285714
Kansas,Cholesterol screening among adults,81.42523809523809,66.7,89.0,27972.85714285714
Kansas,Chronic obstructive pulmonary disease among adults,7.62047619047619,3.6,14.4,27972.85714285714
Kansas,Cognitive disability among adults,14.674761904761905,8.8,20.9,27972.85714285714
Kansas,Colorectal cancer screening among adults aged 45–75 years,58.79190476190476,42.8,74.4,27972.85714285714
Kansas,Coronary heart disease among adults,7.180952380952381,4.0,13.1,27972.85714285714
Kansas,Current asthma among adults,10.634761904761906,8.5,13.0,27972.85714285714
Kansas,Current cigarette smoking among adults,16.792380952380952,8.3,26.0,27972.85714285714
Kansas,Current lack of health insurance among adults aged 18-64 years,10.238571428571428,4.6,32.8,27972.85714285714
Kansas,Depression among adults,20.03095238095238,14.8,26.9,27972.85714285714
Kansas,Diagnosed diabetes among adults,11.828095238095239,6.7,19.9,27972.85714285714
Kansas,Fair or poor self-rated health status among adults,17.374761904761904,9.1,27.1,27972.85714285714
Kansas,Feeling socially isolated among adults,31.808095238095238,23.1,43.0,27972.85714285714
Kansas,Food insecurity in the past 12 months among adults,12.45047619047619,5.5,27.3,27972.85714285714
Kansas,Frequent mental distress among adults,16.77952380952381,12.3,23.1,27972.85714285714
Kansas,Frequent physical distress among adults,12.39952380952381,7.0,18.9,27972.85714285714
Kansas,Hearing disability among adults,8.09952380952381,4.5,14.2,27972.85714285714
Kansas,High blood pressure among adults,34.92857142857143,20.3,49.6,27972.85714285714
Kansas,High cholesterol among adults who have ever been screened,35.34142857142857,24.1,49.1,27972.85714285714
Kansas,Housing insecurity in the past 12 months among adults,11.21047619047619,5.8,23.4,27972.85714285714
Kansas,Independent living disability among adults,7.997142857142857,4.4,12.0,27972.85714285714
Kansas,Lack of reliable transportation in the past 12 months among adults,7.832857142857144,4.2,14.3,27972.85714285714
Kansas,Lack of social and emotional support among adults,21.363809523809522,13.4,32.4,27972.85714285714
Kansas,Mammography use among women aged 50-74 years,72.12190476190476,55.5,83.5,27972.85714285714
Kansas,Mobility disability among adults,14.374761904761904,7.0,25.8,27972.85714285714
Kansas,No leisure-time physical activity among adults,26.19047619047619,15.0,39.6,27972.85714285714
Kansas,Obesity among adults,39.173809523809524,25.3,53.4,27972.85714285714
Kansas,Received food stamps in the past 12 months among adults,7.88,2.7,17.6,27972.85714285714
Kansas,Self-care disability among adults,3.6433333333333335,1.7,6.4,27972.85714285714
Kansas,Short sleep duration among adults,34.83380952380953,24.0,48.1,27972.85714285714
Kansas,Stroke among adults,3.497142857142857,1.9,6.5,27972.85714285714
Kansas,Taking medicine to control high blood pressure among adults with high blood pressure,71.30380952380952,54.6,87.1,27972.85714285714
Kansas,Utility services shut-off threat in the past 12 months among adults,8.174761904761905,4.4,15.5,27972.85714285714
Kansas,Vision disability among adults,4.942857142857143,2.6,8.7,27972.85714285714
Kansas,Visited dentist or dental clinic in the past year among adults,61.59190476190476,48.2,77.0,27972.85714285714
Kansas,Visits to doctor for routine checkup within the past year among adults,75.37380952380953,66.1,83.3,27972.85714285714
Kentucky,All teeth lost among adults aged >=65 years,22.592083333333335,5.7,46.3,37602.583333333336
Kentucky,Any disability among adults,39.894999999999996,23.3,57.4,37602.583333333336
Kentucky,Arthritis among adults,32.37416666666667,21.0,43.8,37602.583333333336
Kentucky,Binge drinking among adults,14.00625,8.4,21.4,37602.583333333336
Kentucky,Cancer (non-skin) or melanoma among adults,8.297083333333333,5.8,12.2,37602.583333333336
Kentucky,Cholesterol screening among adults,82.37666666666668,72.3,89.7,37602.583333333336
Kentucky,Chronic obstructive pulmonary disease among adults,11.268333333333334,5.0,21.3,37602.583333333336
Kentucky,Cognitive disability among adults,19.313333333333333,10.7,29.9,37602.583333333336
Kentucky,Colorectal cancer screening among adults aged 45–75 years,61.14125,44.4,75.9,37602.583333333336
Kentucky,Coronary heart disease among adults,8.370833333333334,4.7,14.4,37602.583333333336
Kentucky,Current asthma among adults,11.469583333333333,8.4,14.9,37602.583333333336
Kentucky,Current cigarette smoking among adults,21.21875,10.4,34.3,37602.583333333336
Kentucky,Current lack of health insurance among adults aged 18-64 years,7.042083333333333,3.0,15.6,37602.583333333336
Kentucky,Depression among adults,28.149166666666666,20.0,37.2,37602.583333333336
Kentucky,Diagnosed diabetes among adults,13.739166666666668,7.7,22.7,37602.583333333336
Kentucky,Fair or poor self-rated health status among adults,24.649583333333332,12.0,41.2,37602.583333333336
Kentucky,Feeling socially isolated among adults,32.98166666666667,25.1,42.6,37602.583333333336
Kentucky,Food insecurity in the past 12 months among adults,18.085833333333333,8.6,39.2,37602.583333333336
Kentucky,Frequent mental distress among adults,18.829583333333336,12.3,26.4,37602.583333333336
Kentucky,Frequent physical distress among adults,16.483333333333334,9.0,26.9,37602.583333333336
Kentucky,Hearing disability among adults,9.555416666666668,5.4,16.2,37602.583333333336
Kentucky,High blood pressure among adults,39.14083333333333,27.3,53.0,37602.583333333336
Kentucky,High cholesterol among adults who have ever been screened,35.292500000000004,25.2,47.9,37602.583333333336
Kentucky,Housing insecurity in the past 12 months among adults,13.254583333333333,7.5,25.6,37602.583333333336
Kentucky,Independent living disability among adults,10.599583333333333,5.1,18.8,37602.583333333336
Kentucky,Lack of reliable transportation in the past 12 months among adults,9.913333333333332,5.5,20.1,37602.583333333336
Kentucky,Lack of social and emotional support among adults,23.571666666666665,17.4,32.8,37602.583333333336
Kentucky,Mammography use among women aged 50-74 years,71.61625000000001,54.3,85.3,37602.583333333336
Kentucky,Mobility disability among adults,18.426666666666666,8.6,32.8,37602.583333333336
Kentucky,No leisure-time physical activity among adults,29.249166666666667,15.2,45.5,37602.583333333336
Kentucky,Obesity among adults,40.16166666666666,26.9,54.9,37602.583333333336
Kentucky,Received food stamps in the past 12 months among adults,18.263333333333332,6.2,46.5,37602.583333333336
Kentucky,Self-care disability among adults,4.8966666666666665,2.0,10.5,37602.583333333336
Kentucky,Short sleep duration among adults,41.20958333333333,28.3,53.7,37602.583333333336
Kentucky,Stroke among adults,4.187916666666667,2.1,7.8,37602.583333333336
Kentucky,Taking medicine to control high blood pressure among adults with high blood pressure,73.68,57.3,87.9,37602.583333333336
Kentucky,Utility services shut-off threat in the past 12 months among adults,10.04125,5.4,20.4,37602.583333333336
Kentucky,Vision disability among adults,6.6066666666666665,3.0,12.8,37602.583333333336
Kentucky,Visited dentist or dental clinic in the past year among adults,54.34875,36.0,73.6,37602.583333333336
Kentucky,Visits to doctor for routine checkup within the past year among adults,77.67333333333333,69.8,84.8,37602.583333333336
Louisiana,All teeth lost among adults aged >=65 years,21.35625,8.4,49.0,71722.515625
Louisiana,Any disability among adults,40.009375,27.9,58.0,71722.515625
Louisiana,Arthritis among adults,29.875,21.8,40.5,71722.515625
Louisiana,Binge drinking among adults,17.5625,9.2,25.5,71722.515625
Louisiana,Cancer (non-skin) or melanoma among adults,7.05859375,4.8,10.2,71722.515625
Louisiana,Cholesterol screening among adults,84.07109375,74.4,89.9,71722.515625
Louisiana,Chronic obstructive pulmonary disease among adults,9.56640625,5.8,17.1,71722.515625
Louisiana,Cognitive disability among adults,20.09921875,14.3,28.7,71722.515625
Louisiana,Colorectal cancer screening among adults aged 45–75 years,61.53359375,45.9,74.8,71722.515625
Louisiana,Coronary heart disease among adults,7.803125,5.2,14.1,71722.515625
Louisiana,Current asthma among adults,10.9125,8.2,14.1,71722.515625
Louisiana,Current cigarette smoking among adults,21.290625,13.4,31.9,71722.515625
Louisiana,Current lack of health insurance among adults aged 18-64 years,9.61015625,5.0,17.4,71722.515625
Louisiana,Depression among adults,27.57421875,18.9,35.9,71722.515625
Louisiana,Diagnosed diabetes among adults,14.925,9.5,27.7,71722.515625
Louisiana,Fair or poor self-rated health status among adults,24.86640625,15.3,41.0,71722.515625
Louisiana,Frequent mental distress among adults,21.30703125,15.9,27.5,71722.515625
Louisiana,Frequent physical distress among adults,16.21953125,10.9,24.9,71722.515625
Louisiana,Hearing disability among adults,8.18359375,5.2,13.2,71722.515625
Louisiana,High blood pressure among adults,40.878125,28.8,59.5,71722.515625
Louisiana,High cholesterol among adults who have ever been screened,35.5046875,26.3,48.8,71722.515625
Louisiana,Independent living disability among adults,11.5203125,7.2,18.8,71722.515625
Louisiana,Mammography use among women aged 50-74 years,77.384375,62.1,88.2,71722.515625
Louisiana,Mobility disability among adults,18.83671875,11.5,34.7,71722.515625
Louisiana,No leisure-time physical activity among adults,32.3953125,20.9,50.7,71722.515625
Louisiana,Obesity among adults,42.15546875,29.5,60.2,71722.515625
Louisiana,Self-care disability among adults,5.79375,3.2,11.9,71722.515625
Louisiana,Short sleep duration among adults,41.35,29.4,56.4,71722.515625
Louisiana,Stroke among adults,4.66328125,3.0,9.2,71722.515625
Louisiana,Taking medicine to control high blood pressure among adults with high blood pressure,71.8546875,55.4,87.7,71722.515625
Louisiana,Vision disability among adults,7.665625,4.5,14.7,71722.515625
Louisiana,Visited dentist or dental clinic in the past year among adults,53.42265625,34.8,68.0,71722.515625
Louisiana,Visits to doctor for routine checkup within the past year among adults,79.6625,71.7,86.8,71722.515625
Maine,All teeth lost among adults aged >=65 years,16.13125,6.1,28.4,86583.75
Maine,Any disability among adults,32.709375,23.8,43.4,86583.75
Maine,Arthritis among adults,30.25625,21.6,41.3,86583.75
Maine,Binge drinking among adults,17.1125,11.2,24.0,86583.75
Maine,Cancer (non-skin) or melanoma among adults,8.825,6.4,12.7,86583.75
Maine,Cholesterol screening among adults,60.1,49.8,68.8,86583.75
Maine,Chronic obstructive pulmonary disease among adults,8.384375,5.5,12.5,86583.75
Maine,Cognitive disability among adults,14.89375,11.3,19.3,86583.75
Maine,Colorectal cancer screening among adults aged 45–75 years,66.196875,55.0,77.1,86583.75
Maine,Coronary heart disease among adults,7.60625,5.1,11.6,86583.75
Maine,Current asthma among adults,12.203125,10.0,15.1,86583.75
Maine,Current cigarette smoking among adults,15.765625,11.0,22.5,86583.75
Maine,Current lack of health insurance among adults aged 18-64 years,6.65,3.5,13.6,86583.75
Maine,Depression among adults,26.128125,20.6,33.4,86583.75
Maine,Diagnosed diabetes among adults,9.834375,6.4,15.5,86583.75
Maine,Fair or poor self-rated health status among adults,15.88125,11.1,22.4,86583.75
Maine,Feeling socially isolated among adults,34.253125,26.8,44.4,86583.75
Maine,Food insecurity in the past 12 months among adults,10.615625,5.7,18.4,86583.75
Maine,Frequent mental distress among adults,17.240625,13.2,21.4,86583.75
Maine,Frequent physical distress among adults,12.625,9.0,17.3,86583.75
Maine,Hearing disability among adults,8.603125,5.8,12.6,86583.75
Maine,High blood pressure among adults,31.528125,22.1,43.7,86583.75
Maine,High cholesterol among adults who have ever been screened,34.16875,22.9,48.9,86583.75
Maine,Housing insecurity in the past 12 months among adults,10.1375,6.0,16.9,86583.75
Maine,Independent living disability among adults,7.925,6.0,10.7,86583.75
Maine,Lack of reliable transportation in the past 12 months among adults,7.765625,4.9,12.5,86583.75
Maine,Lack of social and emotional support among adults,22.24375,16.8,30.3,86583.75
Maine,Mammography use among women aged 50-74 years,79.046875,68.1,87.0,86583.75
Maine,Mobility disability among adults,13.553125,8.7,21.4,86583.75
Maine,No leisure-time physical activity among adults,23.034375,14.8,33.3,86583.75
Maine,Obesity among adults,33.953125,23.8,46.4,86583.75
Maine,Received food stamps in the past 12 months among adults,14.096875,6.6,24.9,86583.75
Maine,Self-care disability among adults,3.546875,2.3,5.4,86583.75
Maine,Short sleep duration among adults,34.0625,25.4,44.8,86583.75
Maine,Stroke among adults,3.55625,2.4,5.4,86583.75
Maine,Taking medicine to control high blood pressure among adults with high blood pressure,67.065625,48.6,84.2,86583.75
Maine,Utility services shut-off threat in the past 12 months among adults,7.4875,4.4,12.5,86583.75
Maine,Vision disability among adults,4.965625,3.5,7.0,86583.75
Maine,Visited dentist or dental clinic in the past year among adults,61.884375,52.7,71.5,86583.75
Maine,Visits to doctor for routine checkup within the past year among adults,79.515625,72.8,85.6,86583.75
Maryland,All teeth lost among adults aged >=65 years,10.983333333333334,3.5,22.6,256860.83333333334
Maryland,Any disability among adults,27.59166666666667,17.5,41.5,256860.83333333334
Maryland,Arthritis among adults,27.677083333333332,16.9,36.1,256860.83333333334
Maryland,Binge drinking among adults,16.256249999999998,9.6,23.8,256860.83333333334
Maryland,Cancer (non-skin) or melanoma among adults,7.7875000000000005,4.4,13.7,256860.83333333334
Maryland,Cholesterol screening among adults,87.26458333333333,80.9,91.7,256860.83333333334
Maryland,Chronic obstructive pulmonary disease among adults,6.502083333333334,3.1,11.0,256860.83333333334
Maryland,Cognitive disability among adults,12.877083333333333,7.7,19.5,256860.83333333334
Maryland,Colorectal cancer screening among adults aged 45–75 years,65.08958333333334,48.6,77.6,256860.83333333334
Maryland,Coronary heart disease among adults,6.316666666666666,3.9,9.9,256860.83333333334
Maryland,Current asthma among adults,11.125,8.5,14.0,256860.83333333334
Maryland,Current cigarette smoking among adults,13.487499999999999,6.9,22.1,256860.83333333334
Maryland,Current lack of health insurance among adults aged 18-64 years,7.608333333333333,3.5,14.0,256860.83333333334
Maryland,Depression among adults,21.599999999999998,12.4,30.5,256860.83333333334
Maryland,Diagnosed diabetes among adults,11.56875,7.4,17.4,256860.83333333334
Maryland,Fair or poor self-rated health status among adults,16.566666666666666,9.4,26.6,256860.83333333334
Maryland,Feeling socially isolated among adults,35.239583333333336,26.2,42.4,256860.83333333334
Maryland,Food insecurity in the past 12 months among adults,14.116666666666667,7.7,27.2,256860.83333333334
Maryland,Frequent mental distress among adults,16.587500000000002,11.4,22.4,256860.83333333334
Maryland,Frequent physical distress among adults,11.862499999999999,7.2,17.9,256860.83333333334
Maryland,Hearing disability among adults,5.91875,3.7,9.4,256860.83333333334
Maryland,High blood pressure among adults,34.90833333333333,24.7,45.7,256860.83333333334
Maryland,High cholesterol among adults who have ever been screened,34.418749999999996,25.9,44.6,256860.83333333334
Maryland,Housing insecurity in the past 12 months among adults,13.297916666666666,7.4,23.9,256860.83333333334
Maryland,Independent living disability among adults,7.297916666666667,4.0,12.1,256860.83333333334
Maryland,Lack of reliable transportation in the past 12 months among adults,8.525,5.2,15.1,256860.83333333334
Maryland,Lack of social and emotional support among adults,28.077083333333334,19.6,38.7,256860.83333333334
Maryland,Mammography use among women aged 50-74 years,79.25,66.5,89.3,256860.83333333334
Maryland,Mobility disability among adults,12.575000000000001,6.6,19.7,256860.83333333334
Maryland,No leisure-time physical activity among adults,23.556250000000002,14.4,37.2,256860.83333333334
Maryland,Obesity among adults,35.668749999999996,21.3,49.9,256860.83333333334
Maryland,Received food stamps in the past 12 months among adults,13.03125,6.0,28.5,256860.83333333334
Maryland,Self-care disability among adults,3.454166666666667,1.8,6.1,256860.83333333334
Maryland,Short sleep duration among adults,37.64791666666667,25.5,51.1,256860.83333333334
Maryland,Stroke among adults,3.452083333333333,2.1,5.3,256860.83333333334
Maryland,Taking medicine to control high blood pressure among adults with high blood pressure,69.70833333333333,53.0,86.4,256860.83333333334
Maryland,Utility services shut-off threat in the past 12 months among adults,8.572916666666666,4.7,16.4,256860.83333333334
Maryland,Vision disability among adults,4.914583333333334,2.9,8.5,256860.83333333334
Maryland,Visited dentist or dental clinic in the past year among adults,63.09583333333333,47.0,75.0,256860.83333333334
Maryland,Visits to doctor for routine checkup within the past year among adults,76.90208333333334,69.8,84.8,256860.83333333334
Massachusetts,All teeth lost among adults aged >=65 years,11.510714285714286,4.4,18.6,498712.4285714286
Massachusetts,Any disability among adults,28.639285714285712,19.0,43.2,498712.4285714286
Massachusetts,Arthritis among adults,25.857142857142858,18.2,39.2,498712.4285714286
Massachusetts,Binge drinking among adults,19.37142857142857,13.4,25.9,498712.4285714286
Massachusetts,Cancer (non-skin) or melanoma among adults,8.114285714285714,5.2,13.8,498712.4285714286
Massachusetts,Cholesterol screening among adults,87.60357142857143,81.7,92.2,498712.4285714286
Massachusetts,Chronic obstructive pulmonary disease among adults,6.103571428571429,3.5,9.4,498712.4285714286
Massachusetts,Cognitive disability among adults,14.089285714285714,9.4,21.8,498712.4285714286
Massachusetts,Colorectal cancer screening among adults aged 45–75 years,66.64642857142857,55.4,80.0,498712.4285714286
Massachusetts,Coronary heart disease among adults,6.396428571428571,4.3,9.9,498712.4285714286
Massachusetts,Current asthma among adults,11.539285714285715,9.3,14.4,498712.4285714286
Massachusetts,Current cigarette smoking among adults,11.892857142857142,7.2,19.3,498712.4285714286
Massachusetts,Current lack of health insurance among adults aged 18-64 years,3.617857142857143,1.5,7.3,498712.4285714286
Massachusetts,Depression among adults,23.853571428571428,17.9,31.7,498712.4285714286
Massachusetts,Diagnosed diabetes among adults,9.25357142857143,6.2,14.3,498712.4285714286
Massachusetts,Fair or poor self-rated health status among adults,14.525,9.6,23.5,498712.4285714286
Massachusetts,Feeling socially isolated among adults,33.10357142857143,25.3,41.6,498712.4285714286
Massachusetts,Food insecurity in the past 12 months among adults,11.125,6.1,18.9,498712.4285714286
Massachusetts,Frequent mental distress among adults,16.60357142857143,12.0,22.5,498712.4285714286
Massachusetts,Frequent physical distress among adults,11.575000000000001,8.0,16.8,498712.4285714286
Massachusetts,Hearing disability among adults,6.539285714285714,4.6,9.8,498712.4285714286
